메뉴,작업자,대분류,중분류(재료1),중분류2(재료2),중분류3(재료3),중분류4(재료4),중분류5(재료5),소분류1(육류 종류만 기재),양식(western) 여부,,,,,
오이양배추피클,편도연,장아찌류,채소류,,,,,,,,,,,
참나물무침,편도연,무침류,채소류,,,,,,,,,,,
연두부샐러드,편도연,샐러드류,채소류,두류,,,,,,,,,,
김밥볶음밥,편도연,밥류,곡류,,,,,,,,,,,
미니짬뽕,편도연,국탕류,면류,,,,,,,,,,,
실곤약채소무침,편도연,무침류,채소류,묵류,,,,,,,,,,
새송이고추장구이,편도연,구이류,,,,,,,,,,,,
완두콩스프,편도연,죽류,,,,,,,,,,,,
야채부케*쌈장,편도연,샐러드류,채소류,,,,,,,,,,,
닭가슴살겨자무침,편도연,무침류,,,,,,육류(닭),,,,,,
매생이떡국,편도연,국탕류,떡류,해조류,,,,,,,,,,
무나물,편도연,무침류,채소류,,,,,,,,,,,
유자청돈육볶음,편도연,볶음류,과일,,,,,육류(돼지),,,,,,
오징어떡볶음,편도연,볶음류,떡류,,,,,,,,,,,
쫄면비빔만두,편도연,국수류,만두류,면류,,,,,,,,,,
푸딩,편도연,유제품,,,,,,,1,,,,,
매운닭개장,편도연,국탕류,,,,,,육류(닭),,,,,,
빌소세지구이*구운채소,편도연,구이류,채소류,,,,,육류(돼지),,,,,,
오이볶음,편도연,볶음류,채소류,,,,,,,,,,,
비빔칼국수,편도연,국수류,면류,,,,,,,,,,,
감자채파프리카볶음,편도연,볶음류,곡류,채소류,,,,,,,,,,
바지락수제비,편도연,국수류,어패류,,,,,,,,,,,
풍기샐러드,편도연,샐러드류,,,,,,,,,,,,
토마토스파게티,편도연,국수류,면류,,,,,,,,,,,
새우또띠아,편도연,빵과자류,,,,,,,1,,,,,
상추초무침,편도연,무침류,채소류,,,,,,,,,,,
동그랑땡강정,편도연,튀김류,채소류,육류,난류,,,,,,,,,
애플파이,편도연,빵과자류,과일류,,,,,,1,,,,,
해물동그랑땡,편도연,전류,어패류,채소류,난류,,,,,,,,,
주먹밥,편도연,밥류,,,,,,,,,,,,
깻잎순나물볶음,편도연,볶음류,채소류,,,,,,,,,,,
두부새우젓국,편도연,국탕류,어패류,두류,,,,,,,,,,
라즈베리빵,편도연,빵과자류,,,,,,,1,,,,,
연두부*양념,편도연,단품류,두류,양념 및 장류,,,,,,,,,,
아귀매운탕,편도연,국탕류,어패류,,,,,,,,,,,
＜자기,편도연,,,,,,,,,,,,,
팥호빵,편도연,빵과자류,,,,,,,1,,,,,
모둠튀김*초간장,편도연,튀김류,채소류,양념 및 장류,,,,,,,,,,
열대과일샐러드,편도연,샐러드류,과일류,채소류,,,,,,,,,,
크랜베리멸치볶음,편도연,볶음류,어패류,과일류,,,,,,,,,,
인절미치킨,편도연,튀김류,,,,,,육류(닭),,,,,,
연근조림,편도연,조림류,,,,,,,,,,,,
아귀콩나물찜,편도연,찜류,어패류,,,,,,,,,,,
굴미역국,편도연,국탕류,어패류,해조류,,,,,,,,,,
부추생채,편도연,무침류,채소류,,,,,,,,,,,
땅콩멸치조림,편도연,조림류,어패류,,,,,,,,,,,
들깨무채국,편도연,국탕류,채소류,,,,,,,,,,,
연두부*양념장,편도연,단품류,두류,,,,,,,,,,,
콩나물김칫국,편도연,국탕류,채소류,김치류,,,,,,,,,,
계발의,편도연,,,,,,,,,,,,,
방울토마토,편도연,단품류,과일류,,,,,,,,,,,
비타민샐러드,편도연,샐러드류,채소류,,,,,,,,,,,
시저샐러드,편도연,샐러드류,채소류,,,,,,,,,,,
통도라지구이,편도연,구이류,채소류,,,,,,,,,,,
바지락살국,편도연,국탕류,어패류,,,,,,,,,,,
쫄면야채무침,편도연,무침류,면류,채소류,,,,,,,,,,
사각어묵무침,편도연,무침류,어패류,,,,,,,,,,,
매운감자국,편도연,국탕류,곡류,,,,,,,,,,,
오이달래무침,편도연,무침류,채소류,,,,,,,,,,,
콥샐러드,편도연,샐러드류,곡류,,,,,,,,,,,
꽁치김치찜,편도연,찜류,어패류,김치류,,,,,,,,,,
새우미역초무침,편도연,무침류,어패류,해조류,,,,,,,,,,
삼치양념찜,편도연,찜류,어패류,,,,,,,,,,,
콩나물파채무침,편도연,무침류,채소류,,,,,,,,,,,
돼지고기장조림,편도연,조림류,,,,,,육류(돼지),,,,,,
해라피겨자채,편도연,무침류,채소류,어패류',,,,,,,,,,
찐계란,편도연,찜류,,,,,,,,,,,,
깻잎찜,편도연,찜류,채소류,,,,,,,,,,,
라볶이,편도연,볶음류,면류,,,,,,,,,,,
치킨퀘사디야,편도연,빵과자류,,,,,,육류(닭),1,,,,,
가지된장무침,편도연,무침류,채소류,,,,,,,,,,,
삶은계란,편도연,단품류,,,,,,,,,,,,
고들빼기무침,편도연,무침류,채소류,,,,,,,,,,,
김실파무침,편도연,무침류,채소류,,,,,,,,,,,
고르곤졸라,편도연,빵과자류,,,,,,,1,,,,,
토마토,편도연,단품류,과일류,,,,,,,,,,,
피자토스트,편도연,빵과자류,,,,,,,1,,,,,
홍합살미역국,편도연,국탕류,어패류,해조류,,,,,,,,,,
샐러드*땅콩소스,편도연,샐러드류,,,,,,,,,,,,
베이글,편도연,빵과자류,,,,,,,1,,,,,
무초절이,편도연,장아찌류,채소류,,,,,,,,,,,
콩나물김치국,편도연,국탕류,채소류,김치류,,,,,,,,,,
땅콩아몬드조림,편도연,조림류,,,,,,,,,,,,
닭불고기,편도연,볶음류,,,,,,소,,,,,,
청포묵야채무침,편도연,무침류,묵류,채소류,,,,,,,,,,
쇠고기국,편도연,국탕류,,,,,,육류(소),,,,,,
황태두부국,편도연,국탕류,어패류,,,,,,,,,,,
시금치고추장국,편도연,국탕류,채소류,,,,,,,,,,,
고구마범벅,편도연,무침류,곡류,,,,,,,,,,,
단무지채무침,편도연,무침류,채소류,,,,,,,,,,,
참치모닝샌드,편도연,빵과자류,어패류,,,,,,,,,,,
톳두부무침,편도연,무침류,해조류,두류,,,,,,,,,,
해물짬뽕국,편도연,국탕류,어패류,채소류,,,,,,,,,,
피크닉,편도연,음료,,,,,,,,,,,,
동그랑땡전,편도연,전류 ,육류,난류,채소류,곡류,,,,,,,,
팽이버섯부추무침,편도연,무침류,,,,,,,,,,,,
만가닥버섯불고기,편도연,볶음류,,,,,,소,,,,,,
고구마오븐구이,편도연,구이류,곡류,,,,,,,,,,,
마늘쫑메추리알조림,편도연,조림류,채소류,난류,,,,,,,,,,
연유버터베이글,편도연,빵과자류,,,,,,,1,,,,,
잔치국수,편도연,국수류,면류,,,,,,,,,,,
쇠고기우엉볶음,편도연,볶음류,,,,,,육류(소),,,,,,
연두부탕,편도연,국탕류,두류,,,,,,,,,,,
통새우또띠아,편도연,빵과자류,,,,,,,1,,,,,
돈육김치볶음,편도연,볶음류,,,,,,육류(돼지ㅒ,,,,,,
후르츠팬케익,편도연,빵과자류,,,,,,,1,,,,,
딸기생크림와플,편도연,빵과자류,,,,,,,1,,,,,
부추만두,편도연,찜류,만두류,,,,,,,,,,,
수제미니햄버거,편도연,빵과자류,,,,,,,1,,,,,
미트볼떡조림,편도연,조림류,떡류,,,,,육류(돼지),,,,,,
소고기계란장조림,편도연,조림류,난류,,,,,육류(소),,,,,,
버섯들깨탕,편도연,국탕류,채소류,,,,,,,,,,,
부대찌개*라면사리,편도연,찌개류,,,,,,,,,,,,
오이무피클,편도연,장아찌류,채소,,,,,,,,,,,
멸치볶음,편도연,볶음류,어패류,,,,,,,,,,,
키위그린샐러드,편도연,샐러드류,과일,채소,,,,,,,,,,
새우살미역국,편도연,국탕류,어패,해조,,,,,,,,,,
고등어구이,편도연,구이류,어패,,,,,,,,,,,
키위드레싱샐러드,편도연,샐러드류,과일,채소,,,,,,,,,,
절인고추,편도연,장아찌류,,,,,,,,,,,,
모둠튀김,편도연,튀김류,,,,,,,,,,,,
시금치나물무침,편도연,무침류,채소,,,,,,,,,,,
투움바스파게티,편도연,국수류,면,,,,,,1,,,,,
타꼬야끼,편도연,구이류,,,,,,,1,,,,,
건새우호박채전,편도연,전류,어패류,채소,,,,,,,,,,
북어맑은국,편도연,국탕류,어패,,,,,,,,,,,
취나물된장무침,편도연,무침류,채소,,,,,,,,,,,
참나물겉절이,편도연,김치류,채소,김치류,,,,,,,,,,
단호박스프,편도연,죽류,채소,,,,,,1,,,,,
생파김치,편도연,김치류,김치,,,,,,,,,,,
루꼴라샐러드,편도연,샐러드류,채소류,,,,,,,,,,,
꼬치어묵국,편도연,국탕류,어패류,,,,,,,,,,,
건새우무조림,편도연,조림류,어패류,채소류,,,,,,,,,,
단배추들깨무침,편도연,무침류,채소류,,,,,,,,,,,
팝콘치킨*데리야끼소스,편도연,튀김류,,,,,,육류(닭),,,,,,
크랜베리단호박샐러드,편도연,샐러드류,채소류,,,,,,,,,,,
블루베리사과샌드,편도연,빵과자류,과일,,,,,,1,,,,,
미역무침,편도연,무침류,해조류,,,,,,,,,,,
고기전,편도연,전류,,,,,,육류,,,,,,
오징어볶음,편도연,볶음류,,,,,,,,,,,,
탕수만두,편도연,튀김류,만두류,,,,,,,,,,,
토마토샌드,편도연,빵과자류,과일류,,,,,,1,,,,,
맑은순두부국,편도연,국탕류,두류,채소류,,,,,,,,,,
비엘티샌드위치,편도연,빵과자류,육류,채소류,곡류,난류,,돼지,1,,,,,
해물된장찌개,편도연,찌개류,어패류,두류,양념 및 장류,,,,,,,,,
간장마늘치킨,편도연,튀김류,육류,채소류,난류,곡류,,닭,,,,,,
고추잡채&꽃빵,편도연,볶음류,육류,곡류,채소류,,,돼지,,,,,,
밤죽,편도연,죽류,채소류,곡류,,,,,,,,,,
냉이된장찌개,편도연,찌개류,두류,채소류,양념 및 장류,,,,,,,,,
김치고기전,편도연,전류,육류,김치류,난류,두류,,돼지,,,,,,
참치야채,편도연,샐러드류,어패류,채소류,,,,,,,,,,
꽈리고추멸치볶음,편도연,볶음류,어패류,채소류,,,,,,,,,,
유부채소겨자냉채,편도연,무침류,두류,채소류,양념 및 장류,,,,,,,,,
가지무침,편도연,무침류,채소류,,,,,,,,,,,
소고기채소죽,편도연,죽류,육류,채소류,곡류,,,소,,,,,,
브로컬리들깨무침,편도연,무침류,채소류,곡류,,,,,,,,,,
미나리무침,편도연,무침류,채소류,,,,,,,,,,,
부추팽이버섯생채무침,편도연,무침류,채소류,,,,,,,,,,,
두부스테이크,편도연,구이류,두류,,,,,,,,,,,
모둠채소무침,편도연,무침류,채소류,,,,,,,,,,,
우거지탕,편도연,국탕류,두류,채소류,,,,,,,,,,
유채된장무침,편도연,무침류,두류,채소류,양념 및 장류,,,,,,,,,
모듬양채쌈,편도연,샐러드류,채소류,,,,,,,,,,,
컵주스,편도연,음료 및 주류,과일류,,,,,,,,,,,
단호박카레라이스,편도연,밥류,육류,채소류,,,,돼지,,,,,,
사과,편도연,단품류,과일류,,,,,,,,,,,
해초레몬무침,편도연,무침류,해조류,과일류,,,,,,,,,,
수제두부동그랑땡,편도연,전류,난류,곡류,두류,,,,,,,,,
단호박두부탕수,편도연,튀김류,채소류,두류,곡류,난류,,,,,,,,
김자반볶음,편도연,볶음류,해조류,,,,,,,,,,,
새우야채죽,편도연,죽류,어패류,채소류,곡류,,,,,,,,,
새알미역국,편도연,국탕류,곡류,해조류,,,,,,,,,,
짠지오이무침,편도연,무침류,채소류,,,,,,,,,,,
나박물김치,편도연,김치류,채소류,,,,,,,,,,,
야채주먹밥,편도연,밥류,곡류,채소류,,,,,,,,,,
우불고기볶음,편도연,볶음류,육류,채소류,,,,소,,,,,,
가지나물,편도연,무침류,채소류,,,,,,,,,,,
시래기국,편도연,국탕류,채소류,,,,,,,,,,,
목살김치찌개,편도연,찌개류,육류,김치류,,,,돼지,,,,,,
도라지초무침,편도연,무침류,채소류,,,,,,,,,,,
견과류죽,편도연,죽류,두류,곡류,,,,,,,,,,
느타리버섯국,편도연,국탕류,채소류,,,,,,,,,,,
오징어젓무침,편도연,무침류,어패류,양념 및 장류,,,,,,,,,,
메추리알치즈떡볶이,편도연,볶음류,난류,떡류,,,,,,,,,,
근대두부된장국,편도연,국탕류,채소류,두류,양념 및 장류,,,,,,,,,
내사랑포도,편도연,단품류,과일류,,,,,,,,,,,
볼어묵조림,편도연,조림류,어패류,,,,,,,,,,,
매생이굴국,편도연,국탕류,해조류,어패류,,,,,,,,,,
김치죽,편도연,죽류,김치류,곡류,,,,,,,,,,
수삼닭죽,편도연,죽류,육류,채소류,곡류,,,닭,,,,,,
새싹두부구이,편도연,구이류,두류,채소류,,,,,,,,,,
대구탕,편도연,국탕류,어패류,채소류,,,,,,,,,,
소고기된장찌개,편도연,찌개류,육류,두류,양념 및 장류,채소류,,소,,,,,,
장아찌,편도연,장아찌류,채소류,,,,,,,,,,,
새우만두*장,편도연,찜류,만두류,어패류,양념 및 장류,,,,,,,,,
모듬떡볶이,편도연,볶음류,떡류,채소류,,,,,,,,,,
주꾸미무침,편도연,무침류,어패류,채소류,,,,,,,,,,
비엔나브로콜리볶음,편도연,볶음류,육류,채소류,,,,돼지,,,,,,
달래오이무침,편도연,무침류,채소류,,,,,,,,,,,
메밀전,편도연,전류,곡류,,,,,,,,,,,
느타리볶음,편도연,볶음류,채소류,,,,,,,,,,,
파운드케익,편도연,빵과자류,곡류,난류,,,,,,,,,,
알리오올리오,편도연,국수류,채소류,면류,곡류,,,,,,,,,
볶음쌀국수,편도연,국수류,곡류,면류,채소류,,,,,,,,,
쑥갓겉절이,편도연,김치류,채소류,,,,,,,,,,,
신김치도토리묵,편도연,무침류,김치류,묵류,,,,,,,,,,
부들어묵볶음,편도연,볶음류,어패류,,,,,,,,,,,
훈제오리,편도연,구이류,육류,,,,,오리,,,,,,
고사리들깨볶음,편도연,볶음류,채소류,곡류,,,,,,,,,,
야채볶음밥,편도연,밥류,채소류,곡류,,,,,,,,,,
단무지양념무침,편도연,무침류,채소류,양념 및 장류,,,,,,,,,,
세발나물,편도연,무침류,채소류,,,,,,,,,,,
고구마죽,편도연,죽류,채소류,,,,,,,,,,,
해물굴소스볶음밥,편도연,밥류,어패류,채소류,곡류,,,,,,,,,
매운소고기무국,편도연,국탕류,육류,채소류,,,,소,,,,,,
미나리전,편도연,전류,채소류,,,,,,,,,,,
브로컬리맛살볶음,편도연,볶음류,채소류,어패류,,,,,,,,,,
에그맥모닝,편도연,빵과자류,난류,곡류,,,,,,,,,,
홍게살죽,편도연,죽류,어패류,곡류,,,,,,,,,,
느타리버섯장조림,편도연,조림류,채소류,,,,,,,,,,,
가지탕수,편도연,튀김류,채소류,난류,곡류,,,,,,,,,
두부오꼬노미야끼,편도연,전류,두류,곡류,난류,,,,,,,,,
과일탕수육,편도연,튀김류,육류,과일류,,,,돼지,,,,,,
찐감자,편도연,찜류,채소류,,,,,,,,,,,
돈가스또띠아,편도연,빵과자류,육류,채소류,곡류,난류,,돼지,,,,,,
야채모닝샌드,편도연,빵과자류,채소류,곡류,난류,,,,,,,,,
멸치마늘종조림,편도연,조림류,어패류,채소류,,,,,,,,,,
마늘빵,편도연,빵과자류,채소류,난류,곡류,,,,,,,,,
쇠고기꽈리고추장조림,편도연,조림류,육류,채소류,양념 및 장류,,,소,,,,,,
쫄면채소무침,편도연,무침류,면류,채소류,,,,,,,,,,
석박지,편도연,김치류,채소류,,,,,,,,,,,
훈제오리불고기,편도연,볶음류,육류,,,,,오리,,,,,,
전주식콩나물국해장국,편도연,국탕류,채소류,,,,,,,,,,,
